Name of the college,Affiliated To University,College address,District,State,Status,Year of Estb.,Teaching Upto,Govt or Non Govt,Aided or Unaided,source,street,locality,landmark,pin_code,extracted_district,completeness_score,final_district,has_valid_pin,has_valid_district
"S.E.A. College of Science, Commerce & Arts","Bangalore University, Bangalore","Ayyappanagar Circle, Ektha Nagar, Virgonagar Post, KR Puram, Bangalore – 560 049",Bangalore,Karnataka,2(f),2001.0,Master's,Non Government,Unaided,colleges,Ayyappanagar Circle,Ektha Nagar,,,,0.6000000000000001,Bangalore,False,True
"S.E.S'S Arts, Science & Commerce College","Gulbarga University, Gulbarga","Sandur, Dist. Bellary",,Karnataka,2(f) and 12(B),1973.0,Bachelor's,Non Government,,colleges,Sandur,Dist. Bellary,,,,0.6000000000000001,,False,True
S.E.S. College,"Kannur University, Kannur","Seekantapuram, Dist. Kannur - 670631",,Kerala,2(f) and 12(B),1991.0,Bachelor's,Non Government,,colleges,Seekantapuram,Dist. Kannur,,,,0.6000000000000001,,False,True
S.G. Govt. Degree College,"Sri Venkateswara University, Tirupati","Piler, District Chittor - 517 214",Chittoor,Andhra Pradesh,2(f) and 12(B),1980.0,Bachelor's,Government,,colleges,Piler,District Chittor,,,,0.6000000000000001,Chittoor,False,True
S.G.A.D. Government College,"Guru Nanak Dev University, Amritsar","Taran Taran, District Amritsar",,Punjab,2(f) and 12(B),1966.0,Bachelor's,Government,,colleges,Taran Taran,District Amritsar,,,,0.6000000000000001,,False,True
S.G.C.S.R. Degree College,"Andhra University, Visakhapatnam","Dolapeta, Rajram, District Srikakulam - 532 127",Srikakulam,Andhra Pradesh,2(f) and 12(B),1993.0,Bachelor's,Non Government,,colleges,Dolapeta,Rajram,,,,0.6000000000000001,Srikakulam,False,True
S.G.G.S. College,"Magadh University, Bodh Gaya","Patna City, District Patna",Patna,Bihar,2(f) and 12(B),1960.0,Bachelor's,Non Government,,colleges,Patna City,District Patna,,,,0.6000000000000001,Patna,False,True
S.G.G.S. Khalsa College,"Punjab University, Chandigarh","Mahilpur, District Hoshiarpur",,Punjab,2(f) and 12(B),1946.0,Master's,Non Government,,colleges,Mahilpur,District Hoshiarpur,,,,0.6000000000000001,,False,True
S.G.J. Quaderia College,"Devi Ahilya Vishwavidyalaya, Indore","Burhanpur, Dist. Khandwa",,Madhya Pradesh,2(f) and 12(B),1962.0,Bachelor's,Non Government,,colleges,Burhanpur,Dist. Khandwa,,,,0.6000000000000001,,False,True
S.G.M. Institute of Management,"Dr. B.R. Ambedkar University, Agra","7K.M., Village Mundesi, P.O. Dhangaon, Mathura – Bharatpur Road, Mathura – 281 004",,Uttar Pradesh,2(f) and 12(B),2009.0,Bachelor's,Non Government,Unaided,colleges,7K.M.,Village Mundesi,,,,0.6000000000000001,,False,True
S.G.N. Khalsa College,"Maharaja Ganga Singh University,  Bikaner","Sriganganagar, District Ganganagar",,Rajasthan,2(f) and 12(B),1957.0,Master's,Non Government,,colleges,Sriganganagar,District Ganganagar,,,,0.6000000000000001,,False,True
S.G.R Education Foundation G.H. Raisoni College of Engineering & Management,"Savitribai Phule Pune University, Pune","Chas, Tal. & Dist. Ahmednagar – 414 008",Ahmadnagar,Maharashtra,2(f),2008.0,Master's,Non Government,Unaided,colleges,Chas,Tal. & Dist. Ahmednagar – 414 008,,,,0.6000000000000001,Ahmadnagar,False,True
S.G.R. Mahavidyalaya,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur","Yaduvansh Nagar, Talgram, Distt. - Kannauj – 209 731",,Uttar Pradesh,2(f) and 12(B),2005.0,Bachelor's,Non Government,,colleges,Yaduvansh Nagar,Talgram,,,,0.6000000000000001,,False,True
S.G.R.G. Arts & Shri Yap Commerce College,"Karnataka University, Dharwad","Indi, Dist. Bijapur",,Karnataka,2(f) and 12(B),1979.0,Bachelor's,Non Government,,colleges,Indi,Dist. Bijapur,,,,0.6000000000000001,,False,True
S.G.S. Arts College,"Sri Venkateswara University, Tirupati","Tirupati, District Chittor",Chittoor,Andhra Pradesh,2(f) and 12(B),1969.0,Bachelor's,Non Government,,colleges,Tirupati,District Chittor,,,,0.6000000000000001,Chittoor,False,True
S.G.T.B. Khalsa College,"University of Delhi, Delhi","Guru Tegh Bahadur Marg, University Enclave, Delhi - 110007",,Delhi,2(f) and 12(B),1951.0,Master's,Non Government,,colleges,Guru Tegh Bahadur Marg,University Enclave,,,,0.6000000000000001,,False,True
"S.G.V.V.T's Shree Gavisiddheshwar Arts, Science and Commerce College","Vijayanagara Sri Krishnadevaraya University, Bellary","Koppal, Dist. Koppal - 583 231",,Karnataka,2(f) and 12(B),1963.0,Bachelor's,Non Government,,colleges,Koppal,Dist. Koppal,,,,0.6000000000000001,,False,True
S.H.B.M. Adarsh College,"Maharishi Dayanand Saraswati University, Ajmer","Shakti Nagar, Ajmer, District Ajmer",,Rajasthan,2(f) and 12(B),1971.0,Bachelor's,Non Government,,colleges,Shakti Nagar,Ajmer,,,,0.6000000000000001,,False,True
"S.I.E. Society's College of Arts, Science & Commerce","Mumbai University, Mumbai","Sion (W), Mumbai - 22, District Mumbai",,Maharashtra,2(f) and 12(B),1960.0,Master's,Non Government,,colleges,Sion (W),Mumbai,,,,0.6000000000000001,,False,True
"S.I.E.S. (Nerul) College of Arts, Science & Commerce","Mumbai University, Mumbai","Sir Chandrasekarendra Saraswathy Vidyapuram, Plot 1-C, Sector V, Nerul, Navi Mumabi - 400 706",,Maharashtra,2(f) and 12(B),1998.0,Master's,Non Government,Unaided,colleges,Sir Chandrasekarendra Saraswathy Vidyapuram,Plot 1,,,,0.6000000000000001,,False,True
S.I.E.S. College of Management Studies,"University of Mumbai, Mumbai","Sri Chandrasekarendra Saraswati Vidyapuram,  Plot 1-E, Sector V, Nerul,  Navi Mumbai-400 706,",,Maharashtra,2(f),1995.0,Master's,Non Government,Unaided,colleges,Sri Chandrasekarendra Saraswati Vidyapuram,Plot 1,,,,0.6000000000000001,,False,True
S.I.M. Home Science Siksha Niketan,"Rajasthan University, Jaipur","Pilani, District jhunjhunun",,Rajasthan,2(f) and 12(B),1980.0,Bachelor's,Non Government,,colleges,Pilani,District jhunjhunun,,,,0.6000000000000001,,False,True
S.I.V.E.T. College,"University of Madras, Chennai","Gowrivakkam Chennai - 601 302, District Kancheepuram",,Tamil Nadu,2(f) and 12(B),1966.0,Master's,Non Government,,colleges,Gowrivakkam Chennai,601 302,,,,0.6000000000000001,,False,True
S.I.W.S. N.R. Swamy College of Commerce & Economics and Smt. Thirumalai College of Science,"Mumbai University, Mumbai","Major R. Parmeshwaran Marg, Plot No. 337, Sewri Wadala Estate, Wadala, Mumbai - 400 031",Mumbai,Maharashtra,2(f) and 12(B),1980.0,Bachelor's,Non Government,Aided,colleges,Major R. Parmeshwaran Marg,Plot No. 337,,,,0.6000000000000001,Mumbai,False,True
S.J. Law College,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur","Ramaipur, Kanpur Nagar – 209 214",Kanpur Nagar,Uttar Pradesh,2(f) and 12(B),2010.0,Bachelor's,Non Government,Unaided,colleges,Ramaipur,Kanpur Nagar – 209 214,,,,0.6000000000000001,Kanpur Nagar,False,True
S.J. Mahavidyalaya,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur","Ramaipur, Kanpur Nagar – 209 214",,Uttar Pradesh,2(f) and 12(B),2006.0,Bachelor's,Non Government,,colleges,Ramaipur,Kanpur Nagar – 209 214,,,,0.6000000000000001,,False,True
S.J.M. College of Pharmacy,"Rajiv Gandhi University of Health Science, Bangalore","P.B. No. 47, SJMIT Campus, Chitradurga - 577 502",Chitradurga,Karnataka,2(f),1991.0,Master's,Non Government,Unaided,colleges,P.B. No. 47,SJMIT Campus,,,,0.6000000000000001,Chitradurga,False,True
S.J.M. First Grade College of Arts & Commerce,"Kuvempu University, Shankaraghatta","Kammannur Gundi Road, Tarikere - 577 228, Dist. Chikmagalur",,Karnataka,2(f) and 12(B),1980.0,Bachelor's,Non Government,,colleges,Kammannur Gundi Road,Tarikere,,,,0.6000000000000001,,False,True
S.J.M. Women's College,"Kuvempu University, Shankaraghatta","Chitradurga, Dist. Chitradurga",,Karnataka,2(f),1982.0,Bachelor's,Non Government,,colleges,Chitradurga,Dist. Chitradurga,,,,0.6000000000000001,,False,True
S.J.M.V. Arts & Commerce College for women,"Karnataka State Womens University, Bijapur","Hubli, District Dharwad",,Karnataka,2(f) and 12(B),1967.0,Bachelor's,Non Government,,colleges,Hubli,District Dharwad,,,,0.6000000000000001,,False,True
S.J.M.V. Sangha’s Business Administration College for Women,"Karnataka University, Dharwad","J.C. Nagar, Hubli-580 020",,Karnataka,2(f),1996.0,Bachelor's,Non Government,,colleges,J.C. Nagar,Hubli,,,,0.6000000000000001,,False,True
S.J.M.V.P.S. Bajss Arts and Commerce College for Women (Manvi Building),"Karnataka University, Dharwad","Renebennur, Dist. Haveri",,Karnataka,2(f) and 12(B),1979.0,Bachelor's,Non Government,,colleges,Renebennur,Dist. Haveri,,,,0.6000000000000001,,False,True
S.J.R. College For Women,"Bangalore University, Bangalore","Rajaji Nagar, 1/D, 159th, C'Cross Road, 4th M Block, Dist Bangalore - 10",,Karnataka,2(f) and 12(B),1990.0,Bachelor's,Non Government,,colleges,Rajaji Nagar,1/D,,,,0.6000000000000001,,False,True
S.K. Bage College,"Ranchi University,  Ranchi","Kolebira, Simdega – 835 211",,Jharkhand,2(f) and 12(B),1985.0,Bachelor's,Non Government,Aided,colleges,Kolebira,Simdega – 835 211,,,,0.6000000000000001,,False,True
S.K. College,"Dr. B.R. Ambedkar University, Agra","Near F.C.I. Godown, G.T. Road, Etah - 207 001",,Uttar Pradesh,2(f) and 12(B),2005.0,Bachelor's,Non Government,,colleges,Near F.C.I. Godown,G.T. Road,,,,0.6000000000000001,,False,True
S.K. Govt. College,"Maharishi Dayanand  University, Rohtak","Kanwali, Dist. Rewari",,Haryana,2(f) and 12(B),1976.0,Bachelor's,Government,,colleges,Kanwali,Dist. Rewari,,,,0.6000000000000001,,False,True
S.K. Mahila College,"Lalit Narayan Mithila University, Darbhanga","Begusarai, District Begusarai",,Bihar,2(f) and 12(B),1959.0,Bachelor's,Government,,colleges,Begusarai,District Begusarai,,,,0.6000000000000001,,False,True
S.K. Mahila Mahavidyalaya,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi","Tilathi, Chilh, Mirzapur - 231 312",Mirzapur,Uttar Pradesh,2(f) and 12(B),2014.0,Bachelor's,Non Government,Unaided,colleges,Tilathi,Chilh,,,,0.6000000000000001,Mirzapur,False,True
S.K. Patil Sindhudurg Mahavidyalaya,"Mumbai University, Mumbai","Malvan, District Sindhudurg - 416 606",,Maharashtra,2(f) and 12(B),1965.0,Bachelor's,Non Government,,colleges,Malvan,District Sindhudurg,,,,0.6000000000000001,,False,True
S.K. Roy College,"Assam University, Silchar","P.O. Katlicherra –788 161, Dist. HailaKandi",Hailakandi,Assam,2(f) and 12(B),1995.0,Bachelor's,Non Government,Aided,colleges,P.O. Katlicherra –788 161,Dist. HailaKandi,,,,0.6000000000000001,Hailakandi,False,True
"S.K. Somaiya College of Arts, Science & Commerce","Mumbai University, Mumbai","Vidyanagar, Vidya Vihar, Mumbai – 400 077",,Maharashtra,2(f) and 12(B),1995.0,Master's,Non Government,,colleges,Vidyanagar,Vidya Vihar,,,,0.6000000000000001,,False,True
S.K. Veerasalingam Theistic College,"Andhra University, Visakhapatnam","Rajahmundry, District East Godavari - 533 103",East Godavari,Andhra Pradesh,2(f) and 12(B),1972.0,Bachelor's,Non Government,,colleges,Rajahmundry,District East Godavari,,,,0.6000000000000001,East Godavari,False,True
S.K.B.R. College,"Andhra University, Visakhapatnam","Amalapuram, District East Godavari - 533 201",East Godavari,Andhra Pradesh,2(f) and 12(B),1951.0,Bachelor's,Non Government,,colleges,Amalapuram,District East Godavari,,,,0.6000000000000001,East Godavari,False,True
S.K.C.G. College,"Berhampur University, Berhampur","Parlakhemundi, District Gajpati - 761 200",,Odisha,2(f) and 12(B),1894.0,Bachelor's,Government,,colleges,Parlakhemundi,District Gajpati,,,,0.6000000000000001,,False,True
"S.K.D.M. Institute of Education,","M.J.P.Rohilkhand University, Bareilly","Siraswan Harchand,P.O. Manpur, Moradabad - 244 001",Moradabad,Uttar Pradesh,2(f) and 12(B),2014.0,Bachelor's,Non Government,Unaided,colleges,Siraswan Harchand,P.O. Manpur,,,,0.6000000000000001,Moradabad,False,True
S.K.G.N. Degree College,"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur","Marapar, Kushmahi Bazar, Gorakhpur – 273 002",,Uttar Pradesh,2(f) and 12(B),2008.0,Bachelor's,Non Government,Unaided,colleges,Marapar,Kushmahi Bazar,,,,0.6000000000000001,,False,True
S.K.P. Govt. College,"Sri Krishnadevaraya University, Anantapur","Guntakal, District Anantapur",Anantapur,Andhra Pradesh,2(f) and 12(B),1968.0,Bachelor's,Government,,colleges,Guntakal,District Anantapur,,,,0.6000000000000001,Anantapur,False,True
S.K.R. & S.K.R. Govt. College for Women,"Sri Venkateswara University, Tirupati","Cuddpah, District Cuddpah - 516 001",Y.S.R.,Andhra Pradesh,2(f) and 12(B),1973.0,Bachelor's,Government,,colleges,Cuddpah,District Cuddpah,,,,0.6000000000000001,Y.S.R.,False,True
S.K.R. College,"T.M.Bhagalpur University, Bhagalpur","Barbhiga, Dist. Munger",,Bihar,2(f) and 12(B),1956.0,Bachelor's,Non Government,,colleges,Barbhiga,Dist. Munger,,,,0.6000000000000001,,False,True
S.K.R. Govt. Degree College,"Sri Venkateswara University, Tirupati","Gudur, District Nellore - 524 102",Sri Potti Sriramulu Nellore,Andhra Pradesh,2(f) and 12(B),1965.0,Bachelor's,Government,,colleges,Gudur,District Nellore,,,,0.6000000000000001,Sri Potti Sriramulu Nellore,False,True
S.K.R.B.R. College,"Acharya Nagarjuna University, Nagarjuna Nagar","Narasaraopet, District Guntur - 522 601",Guntur,Andhra Pradesh,2(f) and 12(B),1974.0,Bachelor's,Non Government,,colleges,Narasaraopet,District Guntur,,,,0.6000000000000001,Guntur,False,True
S.K.S.C. Degree College,"Sri Venkateswara University, Tirupati","Proddatur, District Cuddpah - 516 361",Y.S.R.,Andhra Pradesh,2(f) and 12(B),1980.0,Bachelor's,Non Government,,colleges,Proddatur,District Cuddpah,,,,0.6000000000000001,Y.S.R.,False,True
S.K.S.D. Mahila Kalasala,"Andhra University, Visakhapatnam","Tanuku, District West Godavari - 534 211",West Godavari,Andhra Pradesh,2(f) and 12(B),1980.0,Bachelor's,Non Government,,colleges,Tanuku,District West Godavari,,,,0.6000000000000001,West Godavari,False,True
S.K.S.S. Arts College,"Bharathidasan University, Tiruchirapalli","Thirupanandal, District Thanjavur-612 504",,Tamil Nadu,2(f) and 12(B),1988.0,Bachelor's,Non Government,,colleges,Thirupanandal,District Thanjavur,,,,0.6000000000000001,,False,True
S.K.U.B. Samiti (Dabhoi) Arts &  Smt. N.C. Zaveri Commerce College,"Gujarat University, Ahmedabad","Pipaliya, Ta. Waghodia, Dist. Vadodara – 391 760",,Gujarat,2(f) and 12(B),1995.0,Bachelor's,Non Government,Aided,colleges,Pipaliya,Ta. Waghodia,,,,0.6000000000000001,,False,True
"S.K.V.P. Samiti's Arts, Science and Commerce College","Karnataka University, Dharwad","Hole-Alur, Distt. Gadag",,Karnataka,2(f),1986.0,Bachelor's,Non Government,,colleges,Hole,Alur,,,,0.6000000000000001,,False,True
S.Krishnarajendra Silver Jubliee Tech. Instt.,"Visvesvaraya Technological University, Belgaum","K.R. Circle, Dist. Bangalore - 560 001",,Karnataka,2(f) and 12(B),1938.0,Bachelor's,Government,,colleges,K.R. Circle,Dist. Bangalore,,,,0.6000000000000001,,False,True
S.L. Bawa D.A.V. College,"Guru Nanak Dev University, Amritsar","Batala, District Gurdaspur",,Punjab,2(f) and 12(B),1971.0,Bachelor's,Non Government,,colleges,Batala,District Gurdaspur,,,,0.6000000000000001,,False,True
S.L. Education Institute,"M.J.P.Rohilkhand University, Bareilly","Pallupura Ghosi, Post - Pakwara, Lodipur, Dist. Moradabad - 244 102",Moradabad,Uttar Pradesh,2(f) and 12(B),2015.0,Bachelor's,Non Government,Unaided,colleges,Pallupura Ghosi,Post,,,,0.6000000000000001,Moradabad,False,True
S.L.N. College of Arts & Commerce,"Bangalore University, Bangalore","Fort, Dist. Bangalore - 560 002",,Karnataka,2(f) and 12(B),1966.0,Bachelor's,Non Government,,colleges,Fort,Dist. Bangalore,,,,0.6000000000000001,,False,True
"S.M. Bhandari Arts, R.R. Bhandari Commerce & S.K.R. Science College","Karnataka University, Dharwad","Guledgudd, Dist. Gadag - 587 203",,Karnataka,2(f) and 12(B),1969.0,Bachelor's,Non Government,,colleges,Guledgudd,Dist. Gadag,,,,0.6000000000000001,,False,True
S.M. Bhoomaraddi Arts and Commerce College,"Karnataka University, Dharwad","Gajendragud, Dist. Gadag",,Karnataka,2(f),1991.0,Bachelor's,Non Government,,colleges,Gajendragud,Dist. Gadag,,,,0.6000000000000001,,False,True
"S.M. Bhoomraddi Arts, Sci. Commerce First Grade College","Karnataka University, Dharwad","Gajendragad - 582114, Dist. - Gadag",,Karnataka,2(f),1991.0,Bachelor's,Government,,colleges,Gajendragad,Dist.,,,,0.6000000000000001,,False,True
S.M. College,"M.J.P.Rohilkhand University, Bareilly","Chandausi, District Moradab",,Uttar Pradesh,2(f) and 12(B),1946.0,Master's,Non Government,,colleges,Chandausi,District Moradab,,,,0.6000000000000001,,False,True
S.M. Degree College,"Dr. B.R. Ambedkar University, Agra","Pali Dungra, Mathura-281 121",,Uttar Pradesh,2(f),2003.0,Bachelor's,Non Government,,colleges,Pali Dungra,Mathura,,,,0.6000000000000001,,False,True
S.M. Iqbal College of Education,"Kashmir University, Srinagar","4Comrade House, Near Police Station, Rajbagh, Srinagar",Kashmir,Jammu and Kashmir,2(f),2002.0,Bachelor's,Non Government,,colleges,4Comrade House,Near Police Station,,,,0.6000000000000001,Kashmir,False,True
S.M. Joshi College,"Savitribai Phule Pune University, Pune","Hadapsar, Pune - 411 028",Pune,Maharashtra,2(f) and 12(B),1986.0,Bachelor's,Non Government,,colleges,Hadapsar,Pune,,,,0.6000000000000001,Pune,False,True
S.M. Patel College of Home Science,"Sardar Patel University, Vallabh Vidyanagar","Mota Bazar, Vallabh Vidyanagar, Dist. Anand",,Gujarat,2(f) and 12(B),1971.0,Bachelor's,Government,,colleges,Mota Bazar,Vallabh Vidyanagar,,,,0.6000000000000001,,False,True
S.M. Patel Institute of Commerce,"Gujarat University, Ahmedabad","GLS Campus, Ellisbridge, Ahmedabad - 380 006",,Gujarat,2(f) and 12(B),1999.0,Bachelor's,Non Government,,colleges,GLS Campus,Ellisbridge,,,,0.6000000000000001,,False,True
S.M.B. Government College,"Mohan Lal Sukhadia University, Udaipur","Nathwada, District Rajasmund",,Rajasthan,2(f) and 12(B),1968.0,Master's,Government,Aided,colleges,Nathwada,District Rajasmund,,,,0.6000000000000001,,False,True
S.M.B.T.A.V. & S.N. Degree College,"Andhra University, Visakhapatnam","Veeravasaram, District West Godavari - 534 245",West Godavari,Andhra Pradesh,2(f) and 12(B),1981.0,Bachelor's,Government,,colleges,Veeravasaram,District West Godavari,,,,0.6000000000000001,West Godavari,False,True
S.M.D. College,"Magadh University, Bodh Gaya","Poon Poon, District Patna",Patna,Bihar,2(f) and 12(B),1958.0,Bachelor's,Government,,colleges,Poon Poon,District Patna,,,,0.6000000000000001,Patna,False,True
S.M.D. Patel Mahavidyalaya,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur","Patseni Kachhauna, Hardoi – 241 126",,Uttar Pradesh,2(f) and 12(B),2011.0,Bachelor's,Non Government,Unaided,colleges,Patseni Kachhauna,Hardoi – 241 126,,,,0.6000000000000001,,False,True
S.M.D.R.S.D. College,"Guru Nanak Dev University, Amritsar","Pathankot, District Gurdaspur",,Punjab,2(f) and 12(B),1954.0,Bachelor's,Non Government,,colleges,Pathankot,District Gurdaspur,,,,0.6000000000000001,,False,True
S.M.Government Women’s College,"Berhampur University, Berhampur",Phulbani,,Odisha,2(f) and 12(B),1989.0,Bachelor's,Non Government,,colleges,Phulbani,,,,,0.2,,False,True
S.M.J.N. (P.G.) College,"Hemwati Nandan Bahuguna Garhwal University, Srinagar","Govind Puri, Haridwar - 249 401, District Haridwar",,Uttarakhand,2(f) and 12(B),1961.0,Master's,Non Government,,colleges,Govind Puri,Haridwar,,,,0.6000000000000001,,False,True
S.M.M. Government Girls College,"Maharishi Dayanand Saraswati University, Ajmer","Bhilwara, District Bhilwara",,Rajasthan,2(f) and 12(B),1971.0,Master's,Government,Aided,colleges,Bhilwara,District Bhilwara,,,,0.6000000000000001,,False,True
S.M.R.D. P.G. College,"Veer Bahadur Singh Purvanchal University, Jaunpur","Bhurkura, Ghazipur",,Uttar Pradesh,2(f),1973.0,Master's,Non Government,,colleges,Bhurkura,Ghazipur,,,,0.6000000000000001,,False,True
S.M.R.J. Government College,"Chaudhary Bansi Lal University, Bhiwani","Siwani, Bhiwani - 127 046",Bhiwani,Haryana,2(f),1998.0,Bachelor's,Government,Aided,colleges,Siwani,Bhiwani,,,,0.6000000000000001,Bhiwani,False,True
